WER,Accuracy,Latency,Confidence Score,Speaker Identification Accuracy,Noise Robustness,Completion Rate
0.3333333333333333,0.6666666666666667,9.426527738571167,0.81,0.998441466674203,0.856646756593301,1
1.0,0.0,7.6210103034973145,0.8,0.9045937962005518,0.8712182256384632,1
0.0,1.0,5.312379360198975,0.75,0.8526380588797208,0.8723887671804758,0
